,index,location,bhk,total_sqft,bath,price,encoded_location
1086,1420,others,3,1535.0,3.0,95.0,230
1087,1421,Anekal,2,620.0,2.0,22.0,17
1088,1422,Horamavu Agara,2,982.0,2.0,47.65,98
1089,1424,Whitefield,2,1330.0,2.0,71.0,224
1090,1425,JP Nagar,3,2500.0,3.0,135.0,109
1091,1426,others,3,1475.0,2.0,58.99,230
1092,1427,Bhoganhalli,3,1410.0,3.0,65.0,43
1093,1428,Yelahanka New Town,1,440.0,1.0,16.5,227
1094,1429,Yelahanka,3,1614.0,3.0,95.0,226
1095,1430,Neeladri Nagar,2,1363.0,2.0,68.0,173
1096,1431,Kogilu,2,650.0,2.0,28.0,142
1097,1432,others,2,1015.0,2.0,45.0,230
1098,1433,Horamavu Banaswadi,2,1156.0,2.0,46.0,99
1099,1434,others,2,1100.0,2.0,62.7,230
1100,1435,KR Puram,3,1455.0,3.0,46.0,115
1101,1436,others,2,930.0,2.0,45.0,230
1102,1437,others,3,1650.0,2.0,80.0,230
1103,1438,KR Puram,2,1200.0,2.0,90.0,115
1104,1440,Karuna Nagar,4,2900.0,3.0,135.0,129
1105,1441,Kadugodi,3,1890.0,4.0,127.0,117
1106,1444,others,3,1240.0,2.0,46.0,230
1107,1445,HRBR Layout,2,1440.0,2.0,98.0,88
1108,1446,Kodichikkanahalli,1,650.0,1.0,38.0,138
1109,1447,Budigere,1,764.0,1.0,32.0,52
1110,1450,Hoodi,3,1445.0,3.0,65.0,97
1111,1451,Kanakpura Road,2,900.0,1.0,45.0,127
1112,1452,Singasandra,2,1030.0,2.0,55.0,201
1113,1453,Yelahanka,3,1381.0,2.0,52.48,226
1114,1454,others,2,1100.0,2.0,60.0,230
1115,1455,Hoodi,3,1575.0,3.0,66.39,97
1116,1456,Thigalarapalya,2,1200.0,2.0,65.0,210
1117,1457,Begur Road,2,1200.0,2.0,43.2,39
1118,1458,Kasturi Nagar,2,1080.0,2.0,80.0,131
1119,1460,Akshaya Nagar,3,1360.0,2.0,85.0,11
1120,1461,Jakkur,3,1865.0,3.0,124.0,110
1121,1462,Sarjapur  Road,3,1157.0,2.0,75.0,194
1122,1463,Kammasandra,2,674.0,2.0,29.0,125
1123,1464,Whitefield,3,1405.0,2.0,78.0,224
1124,1465,Begur Road,2,1160.0,2.0,44.08,39
1125,1467,Hebbal,3,1790.0,3.0,127.0,92
1126,1468,Electronic City,2,1128.0,2.0,65.65,74
1127,1469,Panathur,2,1180.0,2.0,70.0,180
1128,1470,others,3,1450.0,2.0,85.0,230
1129,1471,Kengeri,1,340.0,1.0,10.0,135
1130,1473,Rachenahalli,2,1050.0,2.0,53.5,183
1131,1474,Varthur,2,1125.0,2.0,40.0,217
1132,1475,Vittasandra,2,1246.0,2.0,68.0,223
1133,1476,HSR Layout,2,1372.0,2.0,61.0,89
1134,1479,Dasarahalli,2,1300.0,2.0,55.0,64
1135,1482,Channasandra,2,1065.0,2.0,35.0,56
1136,1483,others,2,700.0,2.0,27.0,230
1137,1484,Hebbal,2,687.325,2.0,42.72,92
1138,1485,others,2,1050.0,2.0,45.0,230
1139,1486,others,3,1250.0,3.0,39.5,230
1140,1487,Electronic City,2,865.0,2.0,42.0,74
1141,1488,Uttarahalli,2,1200.0,2.0,44.0,216
1142,1489,others,3,1756.0,3.0,100.0,230
1143,1491,Yelahanka,1,628.0,1.0,24.0,226
1144,1493,5th Phase JP Nagar,2,1207.0,2.0,63.0,4
1145,1494,Kalena Agrahara,3,1765.0,3.0,125.0,121
1146,1496,others,3,1532.0,3.0,92.0,230
1147,1497,others,3,1650.0,3.0,110.0,230
1148,1500,Doddathoguru,2,1200.0,2.0,75.0,70
1149,1501,Kengeri,2,1197.0,2.0,50.0,135
1150,1502,others,2,1200.0,2.0,66.0,230
1151,1503,Uttarahalli,3,1385.0,2.0,48.48,216
1152,1505,Whitefield,3,2225.0,3.0,115.0,224
1153,1506,others,2,1180.0,2.0,48.0,230
1154,1507,others,3,1525.0,2.0,122.0,230
1155,1509,others,3,1435.0,3.0,70.0,230
1156,1510,Attibele,1,400.0,1.0,14.0,21
1157,1511,Dommasandra,2,1200.0,2.0,50.0,72
1158,1512,Whitefield,2,1272.0,2.0,95.05,224
1159,1513,Whitefield,2,1205.0,2.0,39.0,224
1160,1514,Kalena Agrahara,2,980.0,2.0,40.0,121
1161,1515,Malleshpalya,2,1225.0,2.0,46.86,159
1162,1516,Whitefield,3,1541.0,3.0,72.0,224
1163,1517,Ramagondanahalli,3,1610.0,2.0,111.0,187
1164,1518,Jalahalli,2,1694.0,2.0,125.0,111
1165,1520,Kaggalipura,2,950.0,2.0,39.0,119
1166,1521,others,3,1560.0,2.0,66.0,230
1167,1523,Chandapura,2,1500.0,2.0,60.0,55
1168,1524,Malleshpalya,3,1785.0,3.0,75.0,159
1169,1525,Raja Rajeshwari Nagar,2,1258.0,2.0,63.53,184
1170,1526,Electronic City,2,910.0,2.0,42.0,74
1171,1528,Kundalahalli,2,1291.0,2.0,49.0,150
1172,1529,others,2,1070.0,2.0,42.0,230
1173,1530,Varthur,2,1012.0,2.0,66.5,217
1174,1531,Mahadevpura,2,1260.0,2.0,57.6,156
1175,1532,Sarjapur  Road,2,1282.0,2.0,72.0,194
1176,1533,Kanakpura Road,3,1843.0,3.0,92.15,127
1177,1535,Chikka Tirupathi,5,3356.0,5.0,105.0,57
1178,1536,Hebbal,4,2790.0,5.0,198.0,92
1179,1537,EPIP Zone,2,1330.0,2.0,86.98,73
1180,1538,Konanakunte,3,1400.0,2.0,73.0,143
1181,1539,Whitefield,2,1192.0,2.0,71.0,224
1182,1541,Thigalarapalya,2,1297.0,2.0,103.0,210
1183,1543,Vijayanagar,3,1490.0,3.0,100.0,220
1184,1544,Rayasandra,3,1373.0,3.0,72.0,189
1185,1545,7th Phase JP Nagar,2,1035.0,2.0,41.39,6
1186,1546,Kadugodi,4,3750.0,4.0,210.0,117
1187,1547,Doddakallasandra,2,1010.0,2.0,40.39,69
1188,1548,Sarjapur,2,1195.0,2.0,42.0,193
1189,1549,HSR Layout,3,1750.0,3.0,95.0,89
1190,1550,Malleshpalya,2,1052.0,2.0,50.0,159
1191,1551,Horamavu Banaswadi,2,1180.0,2.0,58.0,99
1192,1553,Hormavu,3,2100.0,3.0,73.0,100
1193,1554,Hoodi,4,2863.0,4.0,140.0,97
1194,1555,Raja Rajeshwari Nagar,2,1128.0,2.0,38.24,184
1195,1557,JP Nagar,2,1120.0,2.0,33.6,109
1196,1558,HSR Layout,3,2424.0,3.0,90.0,89
1197,1559,others,2,1300.0,2.0,60.0,230
1198,1560,Kanakapura,2,1090.0,2.0,32.69,126
1199,1562,others,2,3040.0,1.0,180.0,230
1200,1563,Uttarahalli,3,1330.0,2.0,46.55,216
1201,1564,Hosur Road,3,1427.0,2.0,80.63,104
1202,1565,Banjara Layout,3,1294.0,2.0,48.0,32
1203,1566,Begur,3,1580.0,3.0,75.0,38
1204,1568,Chikka Tirupathi,3,1808.0,4.0,80.27,57
1205,1570,others,2,1194.0,2.0,47.0,230
1206,1572,others,3,1310.0,2.0,50.0,230
1207,1576,Yelachenahalli,2,2400.0,1.0,150.0,225
1208,1577,Koramangala,2,1290.0,2.0,100.0,144
1209,1578,Yelahanka,6,3770.0,6.0,110.0,226
1210,1580,others,4,1200.0,4.0,72.0,230
1211,1581,Bisuvanahalli,2,845.0,2.0,33.0,46
1212,1582,Yelahanka,3,1537.0,3.0,120.0,226
1213,1583,others,2,1135.0,2.0,68.0,230
1214,1584,Hoodi,3,1512.0,3.0,75.77,97
1215,1585,others,2,900.0,2.0,55.0,230
1216,1586,Jigani,3,1230.0,3.0,54.0,113
1217,1587,others,3,1378.0,2.0,42.33,230
1218,1588,Whitefield,2,1277.0,2.0,61.3,224
1219,1590,Kengeri,5,8000.0,5.0,500.0,135
1220,1591,others,2,1210.0,2.0,62.0,230
1221,1592,Yelahanka,2,890.0,2.0,40.0,226
1222,1595,Ardendale,4,3198.0,4.0,200.0,19
1223,1596,others,3,1464.0,3.0,56.0,230
1224,1599,Sarjapur  Road,4,4111.0,4.0,310.0,194
1225,1600,Electronic City,2,975.0,2.0,37.5,74
1226,1602,Rajiv Nagar,3,1690.0,3.0,125.0,186
1227,1603,Hosa Road,2,1063.0,2.0,31.89,101
1228,1606,others,3,1600.0,3.0,80.0,230
1229,1607,others,3,1250.0,3.0,39.5,230
1230,1608,Bommanahalli,1,520.0,1.0,19.5,47
1231,1609,Marathahalli,4,4000.0,5.0,212.0,161
1232,1610,Munnekollal,3,1390.0,3.0,68.0,164
1233,1611,Whitefield,2,1185.0,2.0,40.0,224
1234,1612,Sahakara Nagar,2,1219.0,2.0,48.0,190
1235,1613,Kudlu Gate,3,1564.0,2.0,92.0,148
1236,1615,Hosa Road,2,1100.0,2.0,37.1,101
1237,1616,Kothannur,3,1300.0,2.0,60.0,145
1238,1617,Chikkabanavar,3,1600.0,2.0,80.0,58
1239,1618,Ramamurthy Nagar,3,1600.0,3.0,75.0,188
1240,1619,Hennur Road,3,1482.0,2.0,92.0,96
1241,1620,others,3,1000.0,4.0,66.0,230
1242,1621,Shampura,2,1200.0,2.0,53.0,199
1243,1623,Kengeri,2,1200.0,2.0,58.0,135
1244,1625,Nagarbhavi,3,2400.0,3.0,160.0,169
1245,1626,Marathahalli,3,1469.0,3.0,89.0,161
1246,1627,Kanakapura,1,551.0,1.0,30.0,126
1247,1628,Electronics City Phase 1,2,1160.0,2.0,52.0,76
1248,1629,Balagere,2,1205.0,2.0,78.5,25
1249,1630,Kasavanhalli,3,1550.0,2.0,52.0,130
1250,1631,Gubbalala,3,1745.0,3.0,125.0,84
1251,1632,AECS Layout,2,1028.0,2.0,42.0,9
1252,1636,others,2,1100.0,2.0,50.0,230
1253,1637,Ramamurthy Nagar,2,1200.0,3.0,72.0,188
1254,1638,others,2,1269.72,2.0,68.0,230
1255,1639,Electronic City Phase II,2,1266.0,2.0,59.0,75
1256,1640,Mysore Road,2,1060.0,2.0,62.0,166
1257,1641,others,3,1168.0,3.0,70.0,230
1258,1642,others,2,1552.0,2.0,51.0,230
1259,1643,Talaghattapura,3,2038.5,3.0,120.0,208
1260,1644,Attibele,1,500.0,1.0,17.0,21
1261,1645,Hulimavu,2,1080.0,2.0,43.2,105
1262,1646,others,4,2100.0,4.0,155.0,230
1263,1647,others,2,1300.0,2.0,65.0,230
1264,1648,Electronics City Phase 1,2,920.0,2.0,33.0,76
1265,1650,Harlur,2,1310.0,2.0,50.0,91
1266,1651,Horamavu Agara,3,1650.0,2.0,75.0,98
1267,1652,others,3,1515.0,3.0,93.93,230
1268,1653,Raja Rajeshwari Nagar,2,1157.0,2.0,53.8,184
1269,1654,others,4,2400.0,5.0,85.0,230
1270,1655,Konanakunte,4,3000.0,4.0,160.0,143
1271,1656,Basavangudi,3,2200.0,2.0,162.0,35
1272,1657,others,2,1243.0,2.0,58.0,230
1273,1658,Rachenahalli,3,1530.0,2.0,74.39,183
1274,1659,Judicial Layout,3,2070.0,3.0,162.0,114
1275,1660,Yelahanka,3,1815.0,3.0,82.0,226
1276,1661,Sarjapur  Road,4,3900.0,4.0,300.0,194
1277,1664,Hennur Road,2,1232.0,2.0,89.0,96
1278,1666,Yelahanka,1,654.0,1.0,38.4,226
1279,1667,Bannerghatta Road,2,1181.0,2.0,55.0,34
1280,1670,others,3,1616.0,3.0,75.0,230
1281,1673,Whitefield,3,1306.0,3.0,54.65,224
1282,1674,Whitefield,3,1626.0,3.0,89.0,224
1283,1675,others,6,2700.0,4.0,214.0,230
1284,1676,Whitefield,3,1585.0,3.0,88.0,224
1285,1677,7th Phase JP Nagar,2,1370.0,2.0,56.17,6
1286,1679,Kanakpura Road,2,1495.0,2.0,90.0,127
1287,1682,Bannerghatta,3,1375.0,3.0,57.0,33
1288,1684,Kereguddadahalli,3,1400.0,2.0,48.0,137
1289,1686,Whitefield,1,665.0,2.0,28.585,224
1290,1688,Yelahanka,2,1150.0,2.0,46.0,226
1291,1689,Hebbal,2,1080.0,2.0,54.0,92
1292,1690,Kaikondrahalli,3,1645.0,3.0,100.0,120
1293,1692,others,1,595.0,1.0,42.0,230
1294,1694,JP Nagar,4,4624.5,4.0,314.5,109
1295,1695,others,2,1410.0,2.0,67.0,230
1296,1697,Ramagondanahalli,1,540.0,1.0,30.0,187
1297,1698,Sarjapur  Road,2,1300.0,2.0,60.0,194
1298,1699,9th Phase JP Nagar,3,1890.0,2.0,85.0,8
1299,1700,others,2,1254.0,2.0,53.0,230
1300,1703,Kathriguppe,3,1245.0,2.0,68.48,132
1301,1704,others,2,1170.0,2.0,86.0,230
1302,1705,Panathur,2,1193.0,2.0,86.0,180
1303,1706,Chandapura,2,850.0,2.0,25.4,55
1304,1707,Marathahalli,3,1678.0,3.0,70.0,161
1305,1708,Gunjur,3,1600.0,3.0,75.0,85
1306,1709,Electronics City Phase 1,3,1750.0,3.0,84.0,76
1307,1710,Whitefield,2,1125.0,2.0,62.0,224
1308,1712,others,3,1576.0,3.0,95.0,230
1309,1713,HBR Layout,3,2800.0,2.0,200.0,87
1310,1715,others,2,1000.0,2.0,50.0,230
1311,1719,Ardendale,4,2422.0,4.0,160.0,19
1312,1720,Kasavanhalli,2,1100.0,2.0,50.0,130
1313,1721,Uttarahalli,2,882.0,2.0,30.0,216
1314,1722,Bisuvanahalli,2,845.0,2.0,37.0,46
1315,1723,Kambipura,2,883.0,2.0,39.0,123
1316,1724,Thanisandra,1,776.5,2.0,48.145,209
1317,1725,Brookefield,3,1595.0,3.0,88.0,51
1318,1726,Whitefield,2,1280.0,2.0,85.0,224
1319,1728,others,2,920.0,2.0,35.0,230
1320,1729,Choodasandra,2,1300.0,2.0,57.0,60
1321,1731,Harlur,3,1757.0,3.0,132.0,91
1322,1733,others,4,2400.0,3.0,142.0,230
1323,1734,Sarjapur,2,1240.0,2.0,44.0,193
1324,1736,EPIP Zone,2,1330.0,2.0,93.36,73
1325,1737,8th Phase JP Nagar,2,1062.0,2.0,42.47,7
1326,1738,JP Nagar,2,1078.0,2.0,45.0,109
1327,1739,Bannerghatta Road,3,1460.0,2.0,72.0,34
1328,1740,Whitefield,3,1200.0,3.0,68.5,224
1329,1741,Laggere,1,1200.0,1.0,48.0,152
1330,1742,Kammasandra,3,912.0,2.0,39.0,125
1331,1743,Hosa Road,3,1576.0,3.0,115.0,101
1332,1745,Prithvi Layout,4,2028.0,4.0,162.0,181
1333,1746,Mysore Road,2,980.0,2.0,45.47,166
1334,1747,Sarjapur  Road,2,1000.0,2.0,40.0,194
1335,1748,Sarjapur  Road,2,1050.0,2.0,62.0,194
1336,1750,Domlur,3,1875.0,2.0,150.0,71
1337,1751,Hennur Road,2,1065.0,2.0,42.6,96
1338,1754,Tumkur Road,2,1098.0,2.0,72.0,214
1339,1755,5th Phase JP Nagar,3,1725.0,2.0,100.0,4
1340,1756,Whitefield,4,4000.0,4.0,330.0,224
1341,1757,Thubarahalli,2,1128.0,2.0,75.0,211
1342,1759,Yelahanka,3,1705.0,3.0,74.16,226
1343,1760,Thigalarapalya,2,1418.0,2.0,95.0,210
1344,1762,Hebbal,2,1100.0,2.0,50.0,92
1345,1764,Hebbal,2,812.0,2.0,55.0,92
1346,1765,Binny Pete,4,2817.5,2.0,204.0,45
1347,1766,others,2,1280.0,2.0,40.0,230
1348,1771,Old Airport Road,4,2774.0,4.0,207.0,176
1349,1772,others,3,2000.0,3.0,85.0,230
1350,1773,HBR Layout,3,1722.0,3.0,95.0,87
1351,1775,others,2,3817.0,2.0,124.0,230
1352,1777,others,2,840.0,2.0,27.0,230
1353,1778,Jigani,2,914.0,2.0,47.0,113
1354,1779,Hennur Road,3,1482.0,2.0,83.73,96
1355,1780,Kundalahalli,3,1724.0,3.0,127.0,150
1356,1781,others,3,1670.0,3.0,91.86,230
1357,1782,Banaswadi,2,1184.0,2.0,53.0,31
1358,1783,Kodigehaali,2,1200.0,2.0,55.0,139
1359,1784,TC Palaya,2,1200.0,2.0,65.0,207
1360,1785,Jigani,2,927.0,2.0,55.0,113
1361,1786,others,2,1242.0,2.0,39.7,230
1362,1788,Electronic City,3,1360.0,2.0,75.0,74
1363,1790,7th Phase JP Nagar,2,1180.0,2.0,72.0,6
1364,1791,Whitefield,3,1697.0,3.0,108.0,224
1365,1793,Hennur,2,1225.0,2.0,57.0,95
1366,1794,others,3,1690.0,2.0,55.0,230
1367,1796,others,3,1488.0,3.0,57.0,230
1368,1797,others,3,1250.0,2.0,80.0,230
1369,1798,JP Nagar,1,1050.0,1.0,44.0,109
1370,1799,HSR Layout,2,1027.0,2.0,44.0,89
1371,1800,Kanakpura Road,3,1699.0,3.0,81.94,127
1372,1801,Whitefield,2,1205.0,2.0,58.0,224
1373,1803,Horamavu Agara,2,950.0,2.0,39.0,98
1374,1804,TC Palaya,2,1200.0,2.0,70.0,207
1375,1805,Akshaya Nagar,3,1476.0,3.0,120.0,11
1376,1806,CV Raman Nagar,2,1070.0,2.0,55.0,53
1377,1807,EPIP Zone,3,2160.0,4.0,172.0,73
1378,1808,Sector 2 HSR Layout,2,1296.0,2.0,75.0,196
1379,1809,Chikkalasandra,2,1800.0,1.0,128.0,59
1380,1810,Kanakpura Road,3,1570.0,3.0,64.5,127
1381,1812,Sarjapur,4,1550.0,2.0,65.0,193
1382,1813,Electronic City,2,770.0,1.0,40.0,74
1383,1814,Jalahalli,3,1870.0,3.0,110.0,111
1384,1816,Domlur,3,1429.0,3.0,86.0,71
1385,1817,Babusapalaya,3,1167.0,2.0,39.98,24
1386,1818,Bommasandra,2,1035.0,2.0,41.73,48
1387,1819,Kengeri,3,1188.0,2.0,38.0,135
1388,1821,Sarjapur,3,1576.0,3.0,76.0,193
1389,1822,Nagarbhavi,1,884.0,2.0,36.0,169
1390,1824,Hoodi,2,1026.0,2.0,60.87,97
1391,1826,Kaikondrahalli,2,1115.0,2.0,50.0,120
1392,1828,Old Airport Road,4,2690.0,4.0,191.0,176
1393,1829,Subramanyapura,2,975.0,2.0,58.0,205
1394,1833,OMBR Layout,2,1101.0,2.0,65.5,175
1395,1834,Sarjapur  Road,3,1700.0,3.0,135.0,194
1396,1837,Kanakpura Road,3,1560.0,3.0,92.0,127
1397,1840,Hebbal,4,2790.0,4.0,198.0,92
1398,1841,others,3,1494.0,2.0,94.55,230
1399,1842,Hennur Road,3,1482.0,2.0,87.0,96
1400,1843,others,2,800.0,2.0,50.0,230
1401,1844,Raja Rajeshwari Nagar,2,1185.0,2.0,47.39,184
1402,1845,Hulimavu,2,1100.0,2.0,71.5,105
1403,1848,Hulimavu,3,1758.0,3.0,65.0,105
1404,1849,Banaswadi,2,1145.0,2.0,55.0,31
1405,1850,Hormavu,2,1180.0,2.0,50.0,100
1406,1851,others,2,1260.0,2.0,58.0,230
1407,1852,Yelahanka,4,3461.0,2.0,173.0,226
1408,1853,Arekere,2,1190.0,2.0,55.0,20
1409,1854,Sarjapur  Road,3,1691.0,3.0,119.0,194
1410,1856,Frazer Town,3,1305.0,3.0,95.45,77
1411,1861,Kogilu,2,1140.0,2.0,50.66,142
1412,1862,others,2,1250.0,2.0,65.0,230
1413,1864,others,2,1225.0,2.0,48.0,230
1414,1865,Kereguddadahalli,2,800.0,2.0,28.0,137
1415,1866,Jalahalli East,2,1020.0,2.0,58.0,112
1416,1868,others,2,1350.0,2.0,80.0,230
1417,1869,Anekal,2,925.0,2.0,40.0,17
1418,1871,others,3,2000.0,3.0,100.0,230
1419,1872,Frazer Town,3,1510.0,2.0,75.0,77
1420,1874,others,3,1614.0,3.0,110.0,230
1421,1876,Gottigere,2,1200.0,2.0,95.0,82
1422,1877,TC Palaya,2,900.0,2.0,55.0,207
1423,1879,OMBR Layout,2,1041.0,2.0,65.5,175
1424,1882,Marathahalli,3,1530.0,3.0,74.5,161
1425,1884,Bannerghatta Road,2,1200.0,2.0,75.0,34
1426,1886,Hosur Road,3,1508.0,2.0,110.0,104
1427,1888,others,2,1188.0,2.0,73.0,230
1428,1889,Old Airport Road,4,2690.0,4.0,199.0,176
1429,1890,Harlur,2,1174.0,2.0,76.0,91
1430,1891,Old Madras Road,3,1350.0,3.0,58.99,177
1431,1895,Kengeri,2,726.0,2.0,31.0,135
1432,1896,Hosur Road,2,1345.0,2.0,106.0,104
1433,1897,Begur Road,2,1200.0,2.0,45.0,39
1434,1898,Nagavarapalya,2,980.0,2.0,37.0,172
1435,1899,Hormavu,2,1050.0,2.0,77.0,100
1436,1900,Uttarahalli,2,993.0,2.0,39.71,216
1437,1901,7th Phase JP Nagar,3,1300.0,2.0,52.0,6
1438,1902,Vittasandra,3,1743.0,3.0,85.0,223
1439,1904,Hormavu,2,1200.0,2.0,67.0,100
1440,1906,Sarjapur,2,950.0,2.0,32.5,193
1441,1908,Electronic City Phase II,2,972.0,2.0,44.0,75
1442,1909,Marathahalli,3,1840.0,3.0,98.0,161
1443,1910,Electronic City,2,1128.0,2.0,64.0,74
1444,1911,others,2,680.0,2.0,42.0,230
1445,1912,others,2,2400.0,2.0,95.0,230
1446,1913,others,2,1045.0,2.0,42.0,230
1447,1914,others,2,955.0,2.0,53.55,230
1448,1915,Doddakallasandra,3,1360.0,2.0,54.39,69
1449,1916,BTM Layout,2,1150.0,2.0,63.0,23
1450,1918,others,2,1115.0,2.0,56.87,230
1451,1919,Jigani,2,920.0,2.0,46.0,113
1452,1920,Bommasandra Industrial Area,2,1030.0,2.0,41.0,49
1453,1921,Thanisandra,3,1564.0,3.0,101.0,209
1454,1922,Uttarahalli,2,1045.0,2.0,45.0,216
1455,1923,Hegde Nagar,4,1200.0,4.0,83.0,94
1456,1924,Subramanyapura,2,1277.0,2.0,55.0,205
1457,1926,Sarjapur  Road,3,1846.0,3.0,140.0,194
1458,1928,others,3,1690.0,3.0,75.0,230
1459,1929,Hormavu,2,1200.0,3.0,70.0,100
1460,1930,Yelahanka,4,3042.0,4.0,131.0,226
1461,1932,others,2,1068.0,2.0,40.05,230
1462,1933,Kanakpura Road,2,1135.0,2.0,58.0,127
1463,1934,others,3,1925.0,3.0,120.0,230
1464,1935,Begur Road,3,1615.0,3.0,60.0,39
1465,1936,others,1,650.0,1.0,26.0,230
1466,1938,Kaggadasapura,2,1150.0,2.0,42.0,118
1467,1940,others,3,1410.0,2.0,45.12,230
1468,1943,Tumkur Road,3,1354.0,3.0,90.0,214
1469,1945,Arekere,1,600.0,1.0,28.0,20
1470,1947,Koramangala,3,1600.0,3.0,88.0,144
1471,1949,GM Palaya,2,1000.0,2.0,36.0,78
1472,1950,others,3,1130.0,3.0,38.0,230
1473,1951,Vittasandra,2,1238.0,2.0,67.0,223
1474,1954,Kudlu Gate,3,1364.0,2.0,46.38,148
1475,1955,others,2,900.0,2.0,45.0,230
1476,1956,Gubbalala,3,1745.0,3.0,104.0,84
1477,1957,Kogilu,2,1200.0,2.0,53.33,142
1478,1958,Kanakapura,2,1020.0,2.0,42.83,126
1479,1959,Banashankari Stage III,3,1650.0,3.0,118.0,28
1480,1960,others,3,1550.0,2.0,70.0,230
1481,1961,5th Phase JP Nagar,2,1440.0,2.0,60.0,4
1482,1962,Sarjapura - Attibele Road,3,1329.0,2.0,45.95,195
1483,1963,others,2,916.0,2.0,42.0,230
1484,1964,Hulimavu,1,688.0,1.0,50.0,105
1485,1965,others,3,1358.0,3.0,50.0,230
1486,1966,Kanakpura Road,2,1331.0,2.0,107.0,127
1487,1968,Hoodi,2,1050.0,2.0,50.0,97
1488,1969,Talaghattapura,3,2106.0,3.0,126.0,208
1489,1970,Bhoganhalli,3,1718.0,3.0,90.2,43
1490,1971,Raja Rajeshwari Nagar,3,1530.0,3.0,57.0,184
1491,1972,5th Block Hbr Layout,2,1206.0,2.0,56.0,3
1492,1973,Hebbal,2,1075.0,2.0,52.0,92
1493,1974,Sarjapur  Road,3,1200.0,3.0,95.0,194
1494,1976,Nagavara,4,2172.65,3.0,120.0,171
1495,1977,Sahakara Nagar,3,1100.0,2.0,75.0,190
1496,1982,others,3,1685.0,2.0,110.0,230
1497,1983,CV Raman Nagar,2,740.0,2.0,37.0,53
1498,1985,Magadi Road,4,1500.0,2.0,93.0,155
1499,1986,Banashankari,3,1800.0,3.0,115.0,26
1500,1987,Yelachenahalli,3,1700.0,3.0,130.0,225
1501,1988,Uttarahalli,2,850.0,2.0,37.93,216
1502,1989,Hennur Road,3,1891.0,3.0,139.0,96
1503,1990,Jalahalli,2,1400.0,1.0,80.0,111
1504,1991,Lakshminarayana Pura,2,1172.0,2.0,82.0,153
1505,1993,Sonnenahalli,2,896.0,2.0,43.75,204
1506,1994,Vijayanagar,2,1180.0,2.0,65.0,220
1507,1996,others,2,850.0,2.0,33.0,230
1508,1997,Anekal,1,530.0,1.0,18.0,17
1509,1998,others,3,1550.0,3.0,110.0,230
1510,1999,Kanakapura,3,1699.0,3.0,97.0,126
1511,2000,Bellandur,4,2025.0,4.0,109.0,40
1512,2002,others,1,500.0,1.0,20.0,230
1513,2003,others,2,1146.0,2.0,38.5,230
1514,2006,Seegehalli,2,800.0,1.0,50.0,198
1515,2007,Abbigere,1,765.0,2.0,30.0,10
1516,2008,Lingadheeranahalli,3,1521.0,3.0,94.99,154
1517,2009,Gottigere,3,1600.0,2.0,55.0,82
1518,2011,Hebbal Kempapura,3,2900.0,4.0,240.0,93
1519,2012,others,3,1765.0,3.0,105.0,230
1520,2013,Kasavanhalli,3,1980.0,3.0,88.0,130
1521,2014,Amruthahalli,3,1900.0,3.0,135.0,14
1522,2015,others,2,1265.0,2.0,70.0,230
1523,2016,Bommasandra,2,1034.0,2.0,40.0,48
1524,2017,others,2,1012.0,2.0,59.0,230
1525,2018,Electronic City,2,1070.0,2.0,54.0,74
1526,2019,Mahadevpura,4,3555.0,4.0,230.0,156
1527,2020,5th Block Hbr Layout,3,1270.0,2.0,70.0,3
1528,2022,others,3,2045.0,4.0,154.0,230
1529,2023,Bellandur,3,1490.0,2.0,98.0,40
1530,2025,Mysore Road,2,883.0,2.0,40.0,166
1531,2026,Yeshwanthpur,1,671.0,1.0,36.85,229
1532,2028,Haralur Road,3,2017.0,3.0,125.0,90
1533,2030,Ramagondanahalli,3,1635.0,3.0,62.0,187
1534,2032,Kanakpura Road,2,1296.0,2.0,89.0,127
1535,2034,Budigere,2,1139.0,2.0,62.0,52
1536,2035,CV Raman Nagar,2,1230.0,3.0,47.0,53
1537,2036,others,1,581.91,2.0,25.0,230
1538,2037,Binny Pete,2,1245.0,2.0,86.28,45
1539,2038,others,3,1158.0,2.0,85.0,230
1540,2039,Marathahalli,4,3951.0,4.0,220.0,161
1541,2041,Ramamurthy Nagar,1,360.0,1.0,26.0,188
1542,2042,Electronics City Phase 1,3,1350.0,3.0,55.0,76
1543,2043,Green Glen Layout,3,1670.0,3.0,120.0,83
1544,2044,Akshaya Nagar,3,1600.0,2.0,65.0,11
1545,2045,Horamavu Banaswadi,2,1307.0,2.0,51.6,99
1546,2046,7th Phase JP Nagar,3,1050.0,2.0,57.0,6
1547,2047,Hennur Road,3,1703.0,3.0,101.0,96
1548,2048,Kaggalipura,3,1210.0,2.0,58.0,119
1549,2051,7th Phase JP Nagar,3,1343.0,2.0,56.41,6
1550,2052,R.T. Nagar,3,1560.0,3.0,85.0,182
1551,2053,others,2,925.0,2.0,51.0,230
1552,2054,Kanakpura Road,3,1420.0,2.0,75.0,127
1553,2055,others,2,1415.0,2.0,110.0,230
1554,2056,others,2,1210.0,2.0,60.0,230
1555,2058,Hoskote,3,1250.0,3.0,50.0,103
1556,2059,9th Phase JP Nagar,2,1100.0,2.0,65.0,8
1557,2060,others,2,1150.0,2.0,40.25,230
1558,2061,Jakkur,2,1100.0,2.0,53.35,110
1559,2062,Magadi Road,2,1350.0,1.0,100.0,155
